customer_id,event_date,amount,event_type,churn_label
0557-ASKVU,,54.4,monthly_charge,0
5698-BQJOH,,94.4,monthly_charge,1
5122-CYFXA,,75.3,monthly_charge,0
8627-ZYGSZ,,78.9,monthly_charge,0
3410-YOQBQ,,79.2,monthly_charge,0
3170-NMYVV,,20.15,monthly_charge,0
7410-OIEDU,,79.85,monthly_charge,0
2273-QCKXA,,49.05,monthly_charge,0
0731-EBJQB,,20.4,monthly_charge,0
1891-QRQSA,,111.6,monthly_charge,0
8028-PNXHQ,,24.25,monthly_charge,0
5630-AHZIL,,64.5,monthly_charge,0
2673-CXQEU,,110.5,monthly_charge,0
6416-JNVRK,,55.65,monthly_charge,0
5590-ZSKRV,,54.65,monthly_charge,0
0191-ZHSKZ,,74.75,monthly_charge,0
3887-PBQAO,,25.9,monthly_charge,0
5919-TMRGD,,79.35,monthly_charge,1
8108-UXRQN,,50.55,monthly_charge,0
9191-MYQKX,,75.15,monthly_charge,1
9919-YLNNG,,103.8,monthly_charge,0
0318-ZOPWS,,20.15,monthly_charge,0
4445-ZJNMU,,99.3,monthly_charge,0
4808-YNLEU,,62.15,monthly_charge,0
1862-QRWPE,,20.65,monthly_charge,0
2796-NNUFI,,19.95,monthly_charge,0
3016-KSVCP,,33.75,monthly_charge,0
4767-HZZHQ,,82.05,monthly_charge,0
2424-WVHPL,,74.7,monthly_charge,0
7233-PAHHL,,84.0,monthly_charge,0
6067-NGCEU,,111.05,monthly_charge,0
9848-JQJTX,,100.9,monthly_charge,0
8637-XJIVR,,78.95,monthly_charge,1
9803-FTJCG,,66.85,monthly_charge,0
0278-YXOOG,,21.05,monthly_charge,1
3212-KXOCR,,21.0,monthly_charge,0
4598-XLKNJ,,98.5,monthly_charge,1
6380-ARCEH,,20.2,monthly_charge,0
3679-XASPY,,19.45,monthly_charge,0
7123-WQUHX,,95.0,monthly_charge,0
5386-THSLQ,,45.55,monthly_charge,0
3192-NQECA,,110.0,monthly_charge,1
6180-YBIQI,,24.3,monthly_charge,0
6728-DKUCO,,104.15,monthly_charge,0
9750-BOOHV,,30.15,monthly_charge,0
8597-CWYHH,,94.35,monthly_charge,0
2848-YXSMW,,19.4,monthly_charge,0
0486-HECZI,,96.75,monthly_charge,1
4549-ZDQYY,,57.95,monthly_charge,0
5712-AHQNN,,91.65,monthly_charge,0
4846-WHAFZ,,76.5,monthly_charge,1
5256-SKJGO,,54.6,monthly_charge,0
3071-VBYPO,,89.85,monthly_charge,0
9560-BBZXK,,31.05,monthly_charge,0
5299-RULOA,,100.25,monthly_charge,1
8402-OOOHJ,,20.65,monthly_charge,0
9445-ZUEQE,,85.2,monthly_charge,0
1091-SOZGA,,99.8,monthly_charge,0
2928-HLDBA,,20.7,monthly_charge,0
0404-SWRVG,,74.4,monthly_charge,1
6497-TILVL,,50.7,monthly_charge,0
7219-TLZHO,,20.85,monthly_charge,0
4622-YNKIJ,,88.95,monthly_charge,0
4412-YLTKF,,78.05,monthly_charge,1
6734-PSBAW,,23.55,monthly_charge,0
3930-ZGWVE,,19.75,monthly_charge,0
2639-UGMAZ,,56.45,monthly_charge,0
2876-GZYZC,,85.95,monthly_charge,0
6207-WIOLX,,58.6,monthly_charge,1
8587-XYZSF,,50.55,monthly_charge,0
3091-FYHKI,,35.45,monthly_charge,1
2372-HWUHI,,44.35,monthly_charge,1
7799-LGRDP,,25.7,monthly_charge,0
7850-VWJUU,,75.0,monthly_charge,0
3774-VBNXY,,20.2,monthly_charge,0
6217-KDYWC,,19.6,monthly_charge,0
0390-DCFDQ,,70.45,monthly_charge,1
3146-MSEGF,,88.05,monthly_charge,0
4080-OGPJL,,71.15,monthly_charge,1
1095-WGNGG,,101.05,monthly_charge,0
2636-SJDOU,,84.3,monthly_charge,0
1131-QQZEB,,23.95,monthly_charge,0
5716-EZXZN,,99.05,monthly_charge,0
6837-BJYDQ,,19.6,monthly_charge,0
2135-RXIHG,,45.65,monthly_charge,1
6440-DKQGE,,64.5,monthly_charge,0
3466-BYAVD,,69.5,monthly_charge,0
3780-YVMFA,,68.55,monthly_charge,0
3874-EQOEP,,95.0,monthly_charge,1
1679-JRFBR,,108.15,monthly_charge,0
9073-ZZIAY,,86.1,monthly_charge,0
3077-RSNTJ,,19.7,monthly_charge,0
6551-GNYDG,,80.9,monthly_charge,0
9167-APMXZ,,84.15,monthly_charge,0
2749-CTKAJ,,20.15,monthly_charge,0
6371-NZYEG,,64.25,monthly_charge,0
7554-NEWDD,,25.7,monthly_charge,0
8992-VONJD,,56.0,monthly_charge,0
0867-MKZVY,,82.4,monthly_charge,1
4482-EWFMI,,69.7,monthly_charge,0
4648-YPBTM,,73.9,monthly_charge,0
2907-ILJBN,,20.6,monthly_charge,0
6345-FZOQH,,19.9,monthly_charge,0
3376-BMGFE,,70.9,monthly_charge,1
5997-OPVFA,,89.05,monthly_charge,0
3445-HXXGF,,45.3,monthly_charge,1
1159-WFSGR,,20.4,monthly_charge,0
7654-YWJUF,,84.25,monthly_charge,0
1875-QIVME,,104.4,monthly_charge,1
6727-IOTLZ,,81.95,monthly_charge,0
0691-JVSYA,,94.85,monthly_charge,1
5918-VUKWP,,20.55,monthly_charge,0
1744-JHKYS,,24.7,monthly_charge,0
2656-FMOKZ,,74.45,monthly_charge,1
2070-FNEXE,,76.45,monthly_charge,1
5947-SGKCL,,105.35,monthly_charge,0
3712-PKXZA,,20.55,monthly_charge,0
6317-YPKDH,,29.95,monthly_charge,1
6582-OIVSP,,45.3,monthly_charge,0
9367-WXLCH,,84.5,monthly_charge,1
5524-KHNJP,,74.75,monthly_charge,0
1918-ZBFQJ,,79.25,monthly_charge,1
1024-GUALD,,24.8,monthly_charge,1
4827-USJHP,,51.8,monthly_charge,0
8167-GJLRN,,30.4,monthly_charge,0
0956-SYCWG,,19.65,monthly_charge,0
8017-UVSZU,,56.6,monthly_charge,0
7100-FQPRV,,71.9,monthly_charge,0
2472-OVKUP,,91.0,monthly_charge,1
2984-RGEYA,,19.75,monthly_charge,0
9680-NIAUV,,109.7,monthly_charge,0
2146-EGVDT,,19.3,monthly_charge,0
2604-IJPDU,,96.55,monthly_charge,0
9178-JHUVJ,,24.1,monthly_charge,0
6168-YBYNP,,111.35,monthly_charge,0
7255-SSFBC,,112.25,monthly_charge,0
3645-DEYGF,,20.75,monthly_charge,0
9323-HGFWY,,101.9,monthly_charge,0
8544-GOQSH,,80.05,monthly_charge,0
3363-DTIVD,,105.55,monthly_charge,0
7018-WBJNK,,78.3,monthly_charge,0
9142-KZXOP,,68.85,monthly_charge,0
7674-YTAFD,,79.95,monthly_charge,0
6348-SNFUS,,55.45,monthly_charge,0
1285-OKIPP,,79.9,monthly_charge,1
7825-ECJRF,,106.6,monthly_charge,1
1347-KTTTA,,102.45,monthly_charge,0
7841-TZDMQ,,46.0,monthly_charge,1
4195-NZGTA,,25.25,monthly_charge,0
7157-SMCFK,,19.75,monthly_charge,0
4709-LKHYG,,20.0,monthly_charge,0
2504-DSHIH,,86.8,monthly_charge,0
0699-NDKJM,,58.75,monthly_charge,0
9286-BHDQG,,45.25,monthly_charge,0
0230-WEQUW,,56.6,monthly_charge,0
2040-LDIWQ,,84.2,monthly_charge,0
6496-JDSSB,,80.0,monthly_charge,0
9408-SSNVZ,,70.15,monthly_charge,1
4443-EMBNA,,24.75,monthly_charge,0
6469-MRVET,,20.2,monthly_charge,0
0742-MOABM,,50.05,monthly_charge,1
5961-VUSRV,,19.35,monthly_charge,0
6778-JFCMK,,50.6,monthly_charge,0
6341-JVQGF,,81.15,monthly_charge,0
2232-DMLXU,,55.2,monthly_charge,1
4811-JBUVU,,89.9,monthly_charge,0
0945-TSONX,,85.3,monthly_charge,0
2651-ZCBXV,,108.0,monthly_charge,0
3316-UWXUY,,93.5,monthly_charge,0
8937-RDTHP,,84.6,monthly_charge,1
7083-MIOPC,,20.25,monthly_charge,0
1984-GPTEH,,25.15,monthly_charge,0
1251-KRREG,,54.4,monthly_charge,1
0621-JFHOL,,29.6,monthly_charge,0
9903-LYSAB,,73.15,monthly_charge,0
0094-OIFMO,,95.0,monthly_charge,1
9227-UAQFT,,19.75,monthly_charge,0
7301-ABVAD,,86.6,monthly_charge,0
6614-FHDBO,,109.2,monthly_charge,0
7576-ASEJU,,74.7,monthly_charge,0
9058-HRZSV,,94.4,monthly_charge,0
4522-AKYLR,,54.8,monthly_charge,0
0221-WMXNQ,,75.35,monthly_charge,0
0303-UNCIP,,65.0,monthly_charge,0
9947-OTFQU,,74.4,monthly_charge,1
0322-YINQP,,48.55,monthly_charge,1
0959-WHOKV,,99.0,monthly_charge,0
4075-JFPGR,,93.5,monthly_charge,0
4629-NRXKX,,70.4,monthly_charge,1
9514-JDSKI,,40.2,monthly_charge,1
3282-ZISZV,,83.7,monthly_charge,0
3675-YDUPJ,,19.85,monthly_charge,0
4111-BNXIF,,59.55,monthly_charge,0
7017-VFHAY,,115.1,monthly_charge,0
6655-LHBYW,,114.35,monthly_charge,0
4959-JOSRX,,44.6,monthly_charge,1
5046-NUHWD,,45.0,monthly_charge,0
7273-TEFQD,,41.15,monthly_charge,1
3606-TWKGI,,106.9,monthly_charge,1
7529-ZDFXI,,89.85,monthly_charge,0
7605-BDWDC,,49.85,monthly_charge,0
1950-KSVVJ,,113.3,monthly_charge,0
0123-CRBRT,,88.1,monthly_charge,0
6292-TOSSS,,24.9,monthly_charge,0
3197-ARFOY,,105.0,monthly_charge,0
6323-AYBRX,,19.35,monthly_charge,1
7014-ZZXAW,,24.25,monthly_charge,0
4385-GZQXV,,94.45,monthly_charge,1
7633-MVPUY,,59.75,monthly_charge,0
6366-ZGQGL,,24.8,monthly_charge,1
4716-HHKQH,,107.05,monthly_charge,0
5940-AHUHD,,70.6,monthly_charge,1
6432-TWQLB,,85.4,monthly_charge,1
4484-GLZOU,,105.05,monthly_charge,1
3179-GBRWV,,64.95,monthly_charge,0
8645-KWHJO,,55.0,monthly_charge,0
4130-MZLCC,,50.55,monthly_charge,0
0314-TKOSI,,55.15,monthly_charge,0
8229-MYEJZ,,51.2,monthly_charge,0
2080-SRCDE,,25.4,monthly_charge,0
9577-WJVCQ,,54.45,monthly_charge,0
9512-UIBFX,,95.15,monthly_charge,1
6202-DYYFX,,76.0,monthly_charge,0
3808-HFKDE,,44.35,monthly_charge,0
5583-SXDAG,,70.0,monthly_charge,1
3488-PGMQJ,,74.5,monthly_charge,1
3580-REOAC,,44.85,monthly_charge,1
7534-BFESC,,76.1,monthly_charge,1
3727-OWVYD,,61.2,monthly_charge,0
2294-SALNE,,86.8,monthly_charge,0
4847-TAJYI,,89.35,monthly_charge,0
1563-IWQEX,,19.7,monthly_charge,0
8203-XJZRC,,20.25,monthly_charge,0
6556-DBKZF,,76.05,monthly_charge,0
6851-WEFYX,,100.8,monthly_charge,0
2985-JUUBZ,,74.55,monthly_charge,0
6390-DSAZX,,73.6,monthly_charge,1
0895-LMRSF,,64.9,monthly_charge,0
8098-LLAZX,,95.45,monthly_charge,1
8266-VBFQL,,90.4,monthly_charge,0
8181-YHCMF,,60.3,monthly_charge,0
2240-HSJQD,,81.85,monthly_charge,0
1248-DYXUB,,24.8,monthly_charge,0
0265-EDXBD,,74.9,monthly_charge,1
4115-BNPJY,,75.55,monthly_charge,0
3167-SNQPL,,101.15,monthly_charge,0
4091-TVOCN,,78.75,monthly_charge,0
1098-TDVUQ,,19.25,monthly_charge,0
7277-OZCGZ,,89.05,monthly_charge,0
1557-EMYVT,,115.05,monthly_charge,0
2799-ARNLO,,69.35,monthly_charge,0
7563-BIUPC,,80.6,monthly_charge,1
5027-YOCXN,,110.05,monthly_charge,0
3973-SKMLN,,19.9,monthly_charge,0
2321-OMBXY,,80.3,monthly_charge,1
2840-XANRC,,93.15,monthly_charge,1
6745-JEFZB,,91.5,monthly_charge,0
5020-ZSTTY,,82.45,monthly_charge,1
9880-TDQAC,,60.0,monthly_charge,0
8705-WZCYL,,44.8,monthly_charge,0
7102-JJVTX,,48.6,monthly_charge,0
8626-PTQGE,,60.05,monthly_charge,0
4983-CLMLV,,102.7,monthly_charge,0
5701-YVSVF,,82.9,monthly_charge,0
5804-LEPIM,,70.35,monthly_charge,1
5697-GOMBF,,35.9,monthly_charge,0
2739-CACDQ,,82.65,monthly_charge,0
9385-EHGDO,,19.85,monthly_charge,0
9498-FIMXL,,19.2,monthly_charge,0
2379-GYFLQ,,94.9,monthly_charge,0
0122-OAHPZ,,73.85,monthly_charge,1
2868-SNELZ,,80.6,monthly_charge,1
4322-RCYMT,,75.8,monthly_charge,1
6680-NENYN,,104.6,monthly_charge,1
2088-IEBAU,,88.15,monthly_charge,0
7982-VCELR,,94.8,monthly_charge,0
1343-EHPYB,,103.4,monthly_charge,1
6035-BXTTY,,54.65,monthly_charge,0
6885-PKOAM,,85.75,monthly_charge,0
7520-HQWJU,,67.45,monthly_charge,0
9639-BUJXT,,20.5,monthly_charge,0
5924-SNGKP,,20.25,monthly_charge,0
0021-IKXGC,,72.1,monthly_charge,0
2034-GDRCN,,90.4,monthly_charge,1
8966-SNIZF,,19.45,monthly_charge,0
6243-OZGFH,,44.95,monthly_charge,0
4654-DLAMQ,,97.0,monthly_charge,0
0513-RBGPE,,62.8,monthly_charge,0
5160-UXJED,,44.6,monthly_charge,0
4115-NZRKS,,89.15,monthly_charge,0
0219-YTZUE,,84.8,monthly_charge,1
0623-IIHUG,,41.9,monthly_charge,1
4572-DVCGN,,80.25,monthly_charge,1
3351-NGXYI,,54.1,monthly_charge,0
8984-EYLLL,,105.25,monthly_charge,0
9057-MSWCO,,30.75,monthly_charge,1
9833-TGFHX,,97.1,monthly_charge,0
9294-TDIPC,,20.2,monthly_charge,0
5229-DTFYB,,98.8,monthly_charge,0
0104-PPXDV,,50.3,monthly_charge,0
5176-LMJXE,,20.55,monthly_charge,0
3583-KRKMD,,75.9,monthly_charge,0
1010-DIAUQ,,96.5,monthly_charge,1
9069-LGEUL,,59.95,monthly_charge,0
7302-ZHMHP,,19.15,monthly_charge,0
9571-EDEBV,,98.65,monthly_charge,0
3520-FJGCV,,112.6,monthly_charge,0
6563-VRERX,,20.6,monthly_charge,0
0259-GBZSH,,85.65,monthly_charge,1
6122-EFVKN,,35.75,monthly_charge,0
2805-EDJPQ,,99.75,monthly_charge,0
6862-CQUMB,,96.1,monthly_charge,0
7156-MXBJE,,85.1,monthly_charge,0
6158-HDPXZ,,25.35,monthly_charge,0
9601-BRXPO,,104.95,monthly_charge,1
2863-IMQDR,,89.65,monthly_charge,0
5686-CMAWK,,86.75,monthly_charge,0
5651-CRHKQ,,86.2,monthly_charge,0
6905-NIQIN,,50.65,monthly_charge,1
8204-YJCLA,,64.8,monthly_charge,0
5167-ZFFMM,,90.85,monthly_charge,1
6583-SZVGP,,108.1,monthly_charge,0
4895-TMWIR,,19.95,monthly_charge,1
0533-BNWKF,,85.45,monthly_charge,1
1708-PBBOA,,54.75,monthly_charge,0
8782-LKFPK,,90.4,monthly_charge,0
5522-JBWMO,,44.0,monthly_charge,0
3597-MVHJT,,95.6,monthly_charge,0
9774-NRNAU,,84.8,monthly_charge,0
0224-RLWWD,,44.3,monthly_charge,0
9967-ATRFS,,19.9,monthly_charge,0
3951-NJCVI,,95.05,monthly_charge,0
2977-CEBSX,,90.05,monthly_charge,0
0177-PXBAT,,109.9,monthly_charge,0
6599-CEBNN,,73.95,monthly_charge,1
2519-ERQOJ,,54.6,monthly_charge,0
5876-QMYLD,,20.05,monthly_charge,0
2277-AXSDC,,19.75,monthly_charge,0
9442-JTWDL,,20.05,monthly_charge,0
0979-PHULV,,99.45,monthly_charge,1
3067-SVMTC,,55.9,monthly_charge,0
5495-GPSRW,,19.7,monthly_charge,0
7606-BPHHN,,19.8,monthly_charge,0
4742-DRORA,,95.4,monthly_charge,0
0111-KLBQG,,93.95,monthly_charge,0
4800-VHZKI,,19.9,monthly_charge,1
7989-CHGTL,,19.6,monthly_charge,1
0334-GDDSO,,81.35,monthly_charge,1
4163-NCJAK,,24.45,monthly_charge,0
5233-AOZUF,,74.95,monthly_charge,0
5973-EJGDP,,87.35,monthly_charge,0
1996-DBMUS,,70.65,monthly_charge,0
7916-VCCPB,,73.25,monthly_charge,0
4686-GEFRM,,98.7,monthly_charge,0
5249-QYHEX,,24.8,monthly_charge,0
0578-SKVMF,,83.3,monthly_charge,1
5564-NEMQO,,75.3,monthly_charge,1
2233-FAGXV,,24.3,monthly_charge,0
5605-IYGFG,,69.85,monthly_charge,0
7663-ZTEGJ,,100.55,monthly_charge,0
3935-TBRZZ,,25.7,monthly_charge,0
8111-BKVDS,,40.7,monthly_charge,0
2055-SIFSS,,51.65,monthly_charge,0
2806-MLNTI,,105.1,monthly_charge,0
8734-DKSTZ,,85.95,monthly_charge,0
4360-PNRQB,,75.6,monthly_charge,0
6152-ONASV,,58.25,monthly_charge,0
9063-ZGTUY,,19.4,monthly_charge,1
7781-HVGMK,,65.2,monthly_charge,0
2181-UAESM,,53.45,monthly_charge,0
2957-LOLHO,,45.4,monthly_charge,1
6048-NJXHX,,19.75,monthly_charge,0
2320-SLKMB,,44.45,monthly_charge,0
4980-URKXC,,20.85,monthly_charge,0
4376-KFVRS,,114.05,monthly_charge,0
5886-VLQVU,,89.85,monthly_charge,0
3577-AMVUX,,55.05,monthly_charge,0
0771-WLCLA,,112.95,monthly_charge,0
5628-RKIFK,,101.55,monthly_charge,0
0206-TBWLC,,114.65,monthly_charge,0
2937-FTHUR,,64.8,monthly_charge,0
1910-FMXJM,,80.4,monthly_charge,0
7752-XUSCI,,105.9,monthly_charge,1
4110-PFEUZ,,69.55,monthly_charge,1
0732-OCQOC,,25.05,monthly_charge,0
5168-MSWXT,,94.75,monthly_charge,0
1090-ESELR,,105.5,monthly_charge,0
8592-PLTMQ,,24.7,monthly_charge,0
5760-WRAHC,,69.75,monthly_charge,0
8847-GEOOQ,,60.2,monthly_charge,0
0256-LTHVJ,,81.05,monthly_charge,1
4785-FCIFB,,24.4,monthly_charge,0
8313-NDOIA,,104.15,monthly_charge,0
5149-CUZUJ,,92.9,monthly_charge,0
0942-KOWSM,,80.8,monthly_charge,0
4237-CLSMM,,20.0,monthly_charge,0
1452-VOQCH,,75.1,monthly_charge,0
4719-UMSIY,,19.65,monthly_charge,0
6614-VBEGU,,69.45,monthly_charge,0
0880-TKATG,,101.15,monthly_charge,1
3811-VBYBZ,,99.8,monthly_charge,1
1480-BKXGA,,116.05,monthly_charge,0
2996-XAUVF,,40.05,monthly_charge,0
9076-AXYIK,,102.1,monthly_charge,0
5968-XQIVE,,89.7,monthly_charge,0
8896-RAZCR,,19.9,monthly_charge,0
4640-UHDOS,,55.95,monthly_charge,1
4933-IKULF,,20.65,monthly_charge,0
3583-EKAPL,,55.0,monthly_charge,1
1304-BCCFO,,70.05,monthly_charge,0
4104-PVRPS,,53.6,monthly_charge,0
9399-APLBT,,74.7,monthly_charge,1
2359-KMGLI,,80.25,monthly_charge,1
3780-DDGSE,,76.05,monthly_charge,0
4431-EDMIQ,,75.7,monthly_charge,0
0306-JAELE,,96.1,monthly_charge,1
6227-HWPWX,,69.0,monthly_charge,1
0486-LGCCH,,19.65,monthly_charge,0
0447-BEMNG,,45.3,monthly_charge,1
4612-SSVHJ,,81.45,monthly_charge,0
5168-MQQCA,,108.5,monthly_charge,0
5949-XIKAE,,83.55,monthly_charge,1
7971-HLVXI,,84.5,monthly_charge,0
9094-AZPHK,,100.15,monthly_charge,0
3649-JPUGY,,88.6,monthly_charge,0
4472-LVYGI,,52.55,monthly_charge,0
8372-JUXUI,,74.35,monthly_charge,1
3552-CTCYF,,104.8,monthly_charge,0
6778-YSNIH,,59.0,monthly_charge,0
0388-EOPEX,,74.4,monthly_charge,1
5756-OZRIO,,64.05,monthly_charge,0
6579-JPICP,,20.4,monthly_charge,0
8205-OTCHB,,43.75,monthly_charge,1
4134-BSXLX,,60.9,monthly_charge,0
0505-SPOOW,,19.8,monthly_charge,0
6235-VDHOM,,28.45,monthly_charge,1
7783-YKGDV,,99.7,monthly_charge,1
4374-YMUSQ,,116.25,monthly_charge,0
4513-CXYIX,,80.7,monthly_charge,0
3957-HHLMR,,65.2,monthly_charge,0
7803-XOCCZ,,84.05,monthly_charge,0
5736-YEJAX,,79.45,monthly_charge,0
5609-CEBID,,94.1,monthly_charge,1
8981-FJGLA,,78.0,monthly_charge,0
7218-HKQFK,,94.2,monthly_charge,1
4636-QRJKY,,80.5,monthly_charge,1
1135-LMECX,,19.85,monthly_charge,0
4332-MUOEZ,,94.3,monthly_charge,0
8535-SFUTN,,106.45,monthly_charge,0
5956-VKDTT,,74.35,monthly_charge,1
8677-HDZEE,,105.45,monthly_charge,0
2475-MROZF,,95.0,monthly_charge,0
9412-GHEEC,,104.8,monthly_charge,1
3482-ABPKK,,54.3,monthly_charge,0
6705-LXORM,,70.05,monthly_charge,0
0257-ZESQC,,75.2,monthly_charge,1
7531-GQHME,,20.05,monthly_charge,0
5174-ITUMV,,105.4,monthly_charge,0
4109-CYRBD,,51.6,monthly_charge,0
0913-XWSCN,,85.5,monthly_charge,0
6825-UYPFK,,75.6,monthly_charge,1
8397-MVTAZ,,100.05,monthly_charge,1
0750-EBAIU,,91.25,monthly_charge,0
8606-CIQUL,,115.75,monthly_charge,0
3571-DPYUH,,94.7,monthly_charge,0
7601-GNDYK,,19.6,monthly_charge,0
0356-OBMAC,,99.9,monthly_charge,0
8067-NIOYM,,21.1,monthly_charge,0
1403-GYAFU,,20.05,monthly_charge,0
4234-XTNEA,,79.95,monthly_charge,0
1297-VQDRP,,107.15,monthly_charge,0
9282-IZGQK,,85.0,monthly_charge,1
5348-CAGXB,,89.55,monthly_charge,0
0621-HJWXJ,,81.55,monthly_charge,0
5844-QVTAT,,58.45,monthly_charge,0
8905-IAZPF,,95.65,monthly_charge,0
5394-MEITZ,,80.6,monthly_charge,0
6859-QNXIQ,,113.1,monthly_charge,0
2782-LFZVW,,58.95,monthly_charge,0
2866-IKBTM,,19.55,monthly_charge,0
1342-JPNKI,,86.05,monthly_charge,1
2817-NTQDO,,45.55,monthly_charge,1
7129-AZJDE,,78.95,monthly_charge,0
6986-IJDHX,,86.3,monthly_charge,1
2560-PPCHE,,105.05,monthly_charge,0
4676-MQUEA,,101.9,monthly_charge,0
8138-EALND,,19.75,monthly_charge,0
3580-HYCSP,,110.3,monthly_charge,0
1352-HNSAW,,115.6,monthly_charge,0
2075-PUEPR,,19.35,monthly_charge,0
1982-FEBTD,,25.6,monthly_charge,0
5301-GAUUY,,80.35,monthly_charge,1
5791-KAJFD,,68.75,monthly_charge,0
2654-VBVPB,,19.9,monthly_charge,0
1154-HYWWO,,70.6,monthly_charge,0
2501-XWWTZ,,70.2,monthly_charge,0
3716-UVSPD,,49.3,monthly_charge,0
6815-ABQFQ,,107.25,monthly_charge,0
7343-EOBEU,,23.6,monthly_charge,0
3701-SFMUH,,69.7,monthly_charge,0
6103-LIANB,,99.5,monthly_charge,0
7319-VENRZ,,64.3,monthly_charge,0
5846-NEQVZ,,70.85,monthly_charge,0
6967-QIQRV,,101.9,monthly_charge,0
5781-RFZRP,,73.5,monthly_charge,0
0939-YAPAF,,100.25,monthly_charge,1
0308-IVGOK,,40.4,monthly_charge,0
7293-LSCDV,,19.25,monthly_charge,0
7025-WCBNE,,59.6,monthly_charge,0
5756-JYOJT,,64.9,monthly_charge,0
4710-FDUIZ,,100.3,monthly_charge,1
6030-REHUX,,110.85,monthly_charge,0
9548-LIGTA,,81.05,monthly_charge,0
5150-LJNSR,,98.05,monthly_charge,0
8270-RKSAP,,70.5,monthly_charge,0
6522-YRBXD,,94.55,monthly_charge,0
2640-LYMOV,,19.65,monthly_charge,0
1218-VKFPE,,19.0,monthly_charge,1
3627-FHKBK,,75.3,monthly_charge,1
2865-TCHJW,,89.2,monthly_charge,1
1423-BMPBQ,,19.0,monthly_charge,0
2393-DIVAI,,20.0,monthly_charge,0
5192-EBGOV,,85.7,monthly_charge,1
4568-KNYWR,,63.25,monthly_charge,0
8752-IMQOS,,20.1,monthly_charge,0
0742-LAFQK,,99.15,monthly_charge,0
0795-LAFGP,,90.4,monthly_charge,0
0619-OLYUR,,111.9,monthly_charge,0
5512-IDZEI,,24.9,monthly_charge,0
0459-SPZHJ,,83.5,monthly_charge,0
0215-BQKGS,,84.3,monthly_charge,0
9244-ZVAPM,,45.6,monthly_charge,0
0719-SYFRB,,61.65,monthly_charge,1
8208-EUMTE,,54.85,monthly_charge,0
5172-MIGPM,,65.55,monthly_charge,0
1710-RCXUS,,90.35,monthly_charge,0
0374-FIUCA,,20.4,monthly_charge,0
5839-SUYVZ,,74.55,monthly_charge,0
5173-ZXXXL,,19.95,monthly_charge,0
1096-ADRUX,,74.25,monthly_charge,0
2001-MCUUW,,108.65,monthly_charge,0
2731-GJRDG,,109.55,monthly_charge,0
